,Neighbourhood Cleansed,Bedrooms,Beds,Price,Number of Reviews,Review Scores Rating,classes of rating,class of price,predictors
479,Washington Heights,1,2,75,1,80,Low,Bad,"[('n03388549', 'four-poster', 0.71331024), ('n04550184', 'wardrobe', 0.058090877), ('n04344873', 'studio_couch', 0.049571324), ('n04099969', 'rocking_chair', 0.023752145), ('n03131574', 'crib', 0.016416175), ('n04033995', 'quilt', 0.015612492), ('n03788365', 'mosquito_net', 0.014214265), ('n04380533', 'table_lamp', 0.013548156), ('n02870880', 'bookcase', 0.012313429), ('n04429376', 'throne', 0.010359694)]"
480,Washington Heights,1,1,45,3,100,High,Bad,"[('n03388549', 'four-poster', 0.95575094), ('n03788365', 'mosquito_net', 0.024486573), ('n04344873', 'studio_couch', 0.011697291), ('n04590129', 'window_shade', 0.0037129396), ('n04033995', 'quilt', 0.0016740558), ('n04239074', 'sliding_door', 0.0009823834), ('n04201297', 'shoji', 0.00022925652), ('n03452741', 'grand_piano', 0.0001439129), ('n04550184', 'wardrobe', 0.00012504894), ('n03201208', 'dining_table', 0.00011424274)]"
483,Washington Heights,1,1,39,10,87,Low,Bad,"[('n03388549', 'four-poster', 0.5710314), ('n04590129', 'window_shade', 0.17758386), ('n04344873', 'studio_couch', 0.074824765), ('n04239074', 'sliding_door', 0.032112017), ('n03529860', 'home_theater', 0.018836409), ('n03201208', 'dining_table', 0.01182673), ('n03290653', 'entertainment_center', 0.009809147), ('n04201297', 'shoji', 0.009386188), ('n04099969', 'rocking_chair', 0.0074825087), ('n04404412', 'television', 0.007323194)]"
484,Washington Heights,1,1,26,13,100,High,Bad,"[('n03388549', 'four-poster', 0.62502676), ('n04344873', 'studio_couch', 0.14464495), ('n03529860', 'home_theater', 0.10000466), ('n04239074', 'sliding_door', 0.04483135), ('n04590129', 'window_shade', 0.014099871), ('n04550184', 'wardrobe', 0.008839805), ('n03788365', 'mosquito_net', 0.006670408), ('n02808440', 'bathtub', 0.005025312), ('n04033995', 'quilt', 0.004211369), ('n03742115', 'medicine_chest', 0.0038604809)]"
485,Washington Heights,1,1,65,6,100,High,Bad,"[('n03388549', 'four-poster', 0.8364233), ('n04033995', 'quilt', 0.049489208), ('n04344873', 'studio_couch', 0.031066313), ('n04239074', 'sliding_door', 0.029989567), ('n04550184', 'wardrobe', 0.014648484), ('n04040759', 'radiator', 0.0052582277), ('n04265275', 'space_heater', 0.002903829), ('n03788365', 'mosquito_net', 0.0024376253), ('n04590129', 'window_shade', 0.0024327356), ('n03131574', 'crib', 0.0021841691)]"
492,Washington Heights,1,1,84,5,100,High,Bad,"[('n03388549', 'four-poster', 0.53562313), ('n04590129', 'window_shade', 0.16669883), ('n04239074', 'sliding_door', 0.10462681), ('n04033995', 'quilt', 0.0696937), ('n04344873', 'studio_couch', 0.043843564), ('n03529860', 'home_theater', 0.018955039), ('n04550184', 'wardrobe', 0.009963923), ('n03290653', 'entertainment_center', 0.00770299), ('n02870880', 'bookcase', 0.007250132), ('n04201297', 'shoji', 0.005159164)]"
540,Greenwich Village,1,1,85,0,92.3,Low,Bad,"[('n03388549', 'four-poster', 0.8545982), ('n04344873', 'studio_couch', 0.09116374), ('n04550184', 'wardrobe', 0.030243026), ('n04033995', 'quilt', 0.017624155), ('n03788365', 'mosquito_net', 0.005924785), ('n04239074', 'sliding_door', 0.00017493624), ('n04429376', 'throne', 8.855822e-05), ('n04201297', 'shoji', 7.114252e-05), ('n03018349', 'china_cabinet', 2.6894328e-05), ('n04380533', 'table_lamp', 2.2096716e-05)]"
567,East Village,1,1,69,28,89,Low,Bad,"[('n04033995', 'quilt', 0.94479734), ('n03788365', 'mosquito_net', 0.014421091), ('n03388549', 'four-poster', 0.010024508), ('n04344873', 'studio_couch', 0.007489416), ('n04590129', 'window_shade', 0.005842645), ('n04239074', 'sliding_door', 0.003986698), ('n04201297', 'shoji', 0.0014638366), ('n03131574', 'crib', 0.001032344), ('n03201208', 'dining_table', 0.000958142), ('n04040759', 'radiator', 0.00092989276)]"
570,East Village,1,1,140,1,100,High,Good,"[('n03388549', 'four-poster', 0.62420404), ('n04344873', 'studio_couch', 0.22932741), ('n04239074', 'sliding_door', 0.03379845), ('n03788365', 'mosquito_net', 0.033376504), ('n03529860', 'home_theater', 0.021219868), ('n04590129', 'window_shade', 0.009272786), ('n04550184', 'wardrobe', 0.008802209), ('n04201297', 'shoji', 0.007574841), ('n04493381', 'tub', 0.0036702023), ('n03290653', 'entertainment_center', 0.0027695)]"
571,East Village,1,1,85,4,100,High,Bad,"[('n03388549', 'four-poster', 0.68060225), ('n04239074', 'sliding_door', 0.16253541), ('n04344873', 'studio_couch', 0.04027348), ('n03788365', 'mosquito_net', 0.03976797), ('n04033995', 'quilt', 0.030021647), ('n04590129', 'window_shade', 0.016667783), ('n04550184', 'wardrobe', 0.005047668), ('n04201297', 'shoji', 0.0038700518), ('n04040759', 'radiator', 0.0020169884), ('n04493381', 'tub', 0.0016311631)]"
575,Financial District,1,1,120,2,100,High,Good,"[('n03388549', 'four-poster', 0.6330053), ('n04344873', 'studio_couch', 0.19007953), ('n04033995', 'quilt', 0.06665957), ('n04550184', 'wardrobe', 0.01919453), ('n03529860', 'home_theater', 0.0149861), ('n04239074', 'sliding_door', 0.009431679), ('n04590129', 'window_shade', 0.0077935047), ('n03788365', 'mosquito_net', 0.007430893), ('n04429376', 'throne', 0.0059954147), ('n03131574', 'crib', 0.0058929645)]"
597,East Harlem,1,1,66,1,92.46,Low,Bad,"[('n03388549', 'four-poster', 0.7093374), ('n04344873', 'studio_couch', 0.25071076), ('n03788365', 'mosquito_net', 0.020865312), ('n04033995', 'quilt', 0.011602004), ('n04590129', 'window_shade', 0.0036793058), ('n04380533', 'table_lamp', 0.0008010805), ('n04550184', 'wardrobe', 0.0007103158), ('n03529860', 'home_theater', 0.0005330106), ('n03637318', 'lampshade', 0.00022324559), ('n03982430', 'pool_table', 0.00020718067)]"
607,East Harlem,1,1,100,26,98,High,Bad,"[('n04033995', 'quilt', 0.9997129), ('n03388549', 'four-poster', 0.00016014704), ('n04344873', 'studio_couch', 7.380177e-05), ('n03938244', 'pillow', 4.48556e-05), ('n04550184', 'wardrobe', 2.3749074e-06), ('n03788365', 'mosquito_net', 1.8731997e-06), ('n04590129', 'window_shade', 8.453566e-07), ('n04525038', 'velvet', 7.8608633e-07), ('n03131574', 'crib', 7.290419e-07), ('n03201208', 'dining_table', 1.8228462e-07)]"
630,East Village,0,1,169,104,89,Low,Good,"[('n03388549', 'four-poster', 0.70908344), ('n04344873', 'studio_couch', 0.09598735), ('n04239074', 'sliding_door', 0.06567441), ('n03899768', 'patio', 0.046352796), ('n04590129', 'window_shade', 0.016970927), ('n03788365', 'mosquito_net', 0.009521562), ('n04493381', 'tub', 0.0071768956), ('n04201297', 'shoji', 0.0053852005), ('n04033995', 'quilt', 0.004966708), ('n02791124', 'barber_chair', 0.003953281)]"
660,Harlem,1,1,125,0,92.28,Low,Good,"[('n04033995', 'quilt', 0.78134996), ('n04344873', 'studio_couch', 0.095578596), ('n04550184', 'wardrobe', 0.06010518), ('n03388549', 'four-poster', 0.029894274), ('n04239074', 'sliding_door', 0.009847796), ('n03529860', 'home_theater', 0.0040811575), ('n03938244', 'pillow', 0.0035321158), ('n03788365', 'mosquito_net', 0.0032396663), ('n04005630', 'prison', 0.0014256741), ('n03131574', 'crib', 0.0013277268)]"
662,Harlem,1,1,69,2,80,Low,Bad,"[('n04033995', 'quilt', 0.78413916), ('n03388549', 'four-poster', 0.0995346), ('n04380533', 'table_lamp', 0.03646125), ('n03201208', 'dining_table', 0.03307324), ('n04344873', 'studio_couch', 0.024408106), ('n02699494', 'altar', 0.0060112914), ('n04590129', 'window_shade', 0.0031627985), ('n03938244', 'pillow', 0.002386502), ('n03788365', 'mosquito_net', 0.0021619217), ('n03637318', 'lampshade', 0.001586996)]"
666,Harlem,0,1,144,67,91,Low,Good,"[('n03388549', 'four-poster', 0.9614316), ('n04344873', 'studio_couch', 0.029525967), ('n04033995', 'quilt', 0.006601316), ('n03788365', 'mosquito_net', 0.00043431617), ('n04239074', 'sliding_door', 0.00034297787), ('n04590129', 'window_shade', 0.00029489468), ('n03529860', 'home_theater', 0.0002914421), ('n04550184', 'wardrobe', 0.00022929959), ('n03290653', 'entertainment_center', 0.00020452408), ('n04404412', 'television', 0.00011071466)]"
678,Harlem,1,1,170,17,100,High,Good,"[('n04033995', 'quilt', 0.96279216), ('n04380533', 'table_lamp', 0.023359274), ('n03637318', 'lampshade', 0.0059195925), ('n04522168', 'vase', 0.0022836106), ('n03388549', 'four-poster', 0.0019500798), ('n04344873', 'studio_couch', 0.0014631563), ('n03201208', 'dining_table', 0.0002134622), ('n04550184', 'wardrobe', 0.00021030614), ('n03131574', 'crib', 0.00019684667), ('n03529860', 'home_theater', 0.0001650745)]"
691,Harlem,2,4,165,81,92,Low,Good,"[('n04033995', 'quilt', 0.7131708), ('n04344873', 'studio_couch', 0.21835548), ('n03388549', 'four-poster', 0.040763352), ('n03938244', 'pillow', 0.0030164537), ('n04550184', 'wardrobe', 0.0029043138), ('n04590129', 'window_shade', 0.0025284498), ('n04380533', 'table_lamp', 0.0020571132), ('n02971356', 'carton', 0.001918386), ('n03014705', 'chest', 0.0017890878), ('n03529860', 'home_theater', 0.0012815105)]"
692,Harlem,2,2,125,54,87,Low,Good,"[('n03388549', 'four-poster', 0.63840866), ('n04344873', 'studio_couch', 0.13690388), ('n04429376', 'throne', 0.06491678), ('n03998194', 'prayer_rug', 0.019291164), ('n02699494', 'altar', 0.01702449), ('n03452741', 'grand_piano', 0.012473677), ('n03982430', 'pool_table', 0.01205396), ('n03788365', 'mosquito_net', 0.009860388), ('n03125729', 'cradle', 0.008810669), ('n03201208', 'dining_table', 0.008470787)]"
707,Harlem,1,2,55,4,80,Low,Bad,"[('n03388549', 'four-poster', 0.96150136), ('n03788365', 'mosquito_net', 0.01786322), ('n04201297', 'shoji', 0.0099366065), ('n04344873', 'studio_couch', 0.003928481), ('n04239074', 'sliding_door', 0.00304955), ('n04033995', 'quilt', 0.000638834), ('n04590129', 'window_shade', 0.00046081998), ('n04550184', 'wardrobe', 0.0004093606), ('n02788148', 'bannister', 0.0003053451), ('n03018349', 'china_cabinet', 0.00030017027)]"
723,Lower East Side,1,1,200,0,92.3,Low,Good,"[('n03388549', 'four-poster', 0.9464864), ('n04344873', 'studio_couch', 0.026759848), ('n04239074', 'sliding_door', 0.0063940254), ('n03788365', 'mosquito_net', 0.005013891), ('n04550184', 'wardrobe', 0.0017346046), ('n04033995', 'quilt', 0.0016841666), ('n03223299', 'doormat', 0.0014033959), ('n04590129', 'window_shade', 0.0010740239), ('n03998194', 'prayer_rug', 0.0005849399), ('n04404412', 'television', 0.00044027562)]"
730,Lower East Side,1,1,69,34,91,Low,Bad,"[('n03388549', 'four-poster', 0.6818228), ('n04344873', 'studio_couch', 0.23609616), ('n04033995', 'quilt', 0.06873732), ('n04590129', 'window_shade', 0.0042399094), ('n04239074', 'sliding_door', 0.0030058378), ('n03788365', 'mosquito_net', 0.0021586902), ('n04550184', 'wardrobe', 0.0015757268), ('n03131574', 'crib', 0.00045430512), ('n03938244', 'pillow', 0.00022353782), ('n04380533', 'table_lamp', 0.00017965656)]"
734,Lower East Side,1,1,92,25,94,High,Bad,"[('n03388549', 'four-poster', 0.73376185), ('n04344873', 'studio_couch', 0.17703538), ('n04550184', 'wardrobe', 0.029430157), ('n04239074', 'sliding_door', 0.021744583), ('n04033995', 'quilt', 0.0040626805), ('n02870880', 'bookcase', 0.0035739045), ('n04429376', 'throne', 0.0028352183), ('n04590129', 'window_shade', 0.0026789014), ('n04201297', 'shoji', 0.0018204051), ('n03903868', 'pedestal', 0.0012580804)]"
736,Lower East Side,1,1,118,0,92.3,Low,Bad,"[('n03388549', 'four-poster', 0.8902214), ('n04239074', 'sliding_door', 0.034340687), ('n04344873', 'studio_couch', 0.030708874), ('n03788365', 'mosquito_net', 0.018645424), ('n04550184', 'wardrobe', 0.009525112), ('n04590129', 'window_shade', 0.0048111673), ('n04493381', 'tub', 0.0021469153), ('n04033995', 'quilt', 0.0018345563), ('n03529860', 'home_theater', 0.0014105941), ('n02808440', 'bathtub', 0.0013806616)]"
745,Lower East Side,1,1,70,1,100,High,Bad,"[('n04033995', 'quilt', 0.7642279), ('n04344873', 'studio_couch', 0.18086118), ('n03201208', 'dining_table', 0.012453977), ('n03131574', 'crib', 0.009054872), ('n03388549', 'four-poster', 0.008412057), ('n04081281', 'restaurant', 0.006565364), ('n03938244', 'pillow', 0.003175066), ('n03788365', 'mosquito_net', 0.001614411), ('n04590129', 'window_shade', 0.0013810185), ('n04209239', 'shower_curtain', 0.0012542005)]"
758,Midtown,1,1,375,12,92,Low,Good,"[('n03388549', 'four-poster', 0.6530185), ('n04344873', 'studio_couch', 0.24750616), ('n04590129', 'window_shade', 0.044429015), ('n04239074', 'sliding_door', 0.023609465), ('n04033995', 'quilt', 0.011683988), ('n04550184', 'wardrobe', 0.0029775836), ('n03018349', 'china_cabinet', 0.0028321997), ('n03788365', 'mosquito_net', 0.002666079), ('n03131574', 'crib', 0.0016385184), ('n04380533', 'table_lamp', 0.0014156428)]"
791,Midtown,1,2,320,3,100,High,Good,"[('n03388549', 'four-poster', 0.83022636), ('n04344873', 'studio_couch', 0.04886156), ('n03201208', 'dining_table', 0.045727685), ('n03018349', 'china_cabinet', 0.02021825), ('n04081281', 'restaurant', 0.017810328), ('n04239074', 'sliding_door', 0.007113761), ('n04201297', 'shoji', 0.007098499), ('n04590129', 'window_shade', 0.0053397515), ('n04033995', 'quilt', 0.0047175884), ('n03788365', 'mosquito_net', 0.0018846119)]"
798,Morningside Heights,1,1,65,0,92,Low,Bad,"[('n03388549', 'four-poster', 0.71106607), ('n04033995', 'quilt', 0.12799488), ('n04344873', 'studio_couch', 0.08307011), ('n03788365', 'mosquito_net', 0.024051223), ('n04550184', 'wardrobe', 0.021214485), ('n04239074', 'sliding_door', 0.011344926), ('n04590129', 'window_shade', 0.005938573), ('n04380533', 'table_lamp', 0.003666092), ('n04201297', 'shoji', 0.002408261), ('n03938244', 'pillow', 0.0015972435)]"
807,Morningside Heights,1,1,55,0,92,Low,Bad,"[('n03388549', 'four-poster', 0.8537177), ('n04344873', 'studio_couch', 0.0760174), ('n04239074', 'sliding_door', 0.017292738), ('n04550184', 'wardrobe', 0.0113437865), ('n03788365', 'mosquito_net', 0.011022322), ('n04033995', 'quilt', 0.002737899), ('n04201297', 'shoji', 0.002213386), ('n04590129', 'window_shade', 0.0020515344), ('n04005630', 'prison', 0.0020056185), ('n03018349', 'china_cabinet', 0.001809684)]"
822,Midtown,1,2,95,14,85,Low,Bad,"[('n04033995', 'quilt', 0.7852161), ('n04344873', 'studio_couch', 0.052317068), ('n02870880', 'bookcase', 0.045260414), ('n03388549', 'four-poster', 0.039827876), ('n04380533', 'table_lamp', 0.009828557), ('n04239074', 'sliding_door', 0.008651638), ('n03938244', 'pillow', 0.008220922), ('n03131574', 'crib', 0.0062992275), ('n04590129', 'window_shade', 0.0049264724), ('n04550184', 'wardrobe', 0.004137833)]"
869,Hell's Kitchen,1,2,75,0,92.5,Low,Bad,"[('n04033995', 'quilt', 0.77289414), ('n04344873', 'studio_couch', 0.19114278), ('n03388549', 'four-poster', 0.031695515), ('n03788365', 'mosquito_net', 0.0013302012), ('n04590129', 'window_shade', 0.0012223457), ('n03938244', 'pillow', 0.00044393755), ('n04380533', 'table_lamp', 0.00019869476), ('n04239074', 'sliding_door', 0.00015599598), ('n04404412', 'television', 0.00011540495), ('n04265275', 'space_heater', 9.2393886e-05)]"
893,Harlem,1,1,65,23,93,High,Bad,"[('n03388549', 'four-poster', 0.53199583), ('n04344873', 'studio_couch', 0.20573916), ('n04590129', 'window_shade', 0.11362689), ('n04033995', 'quilt', 0.080157444), ('n03201208', 'dining_table', 0.026857574), ('n04209239', 'shower_curtain', 0.009794058), ('n03788365', 'mosquito_net', 0.008758331), ('n04081281', 'restaurant', 0.0033515969), ('n04550184', 'wardrobe', 0.0032742661), ('n03018349', 'china_cabinet', 0.0025183852)]"
894,Harlem,1,2,105,13,98,High,Bad,"[('n03388549', 'four-poster', 0.89748275), ('n04344873', 'studio_couch', 0.081047446), ('n04005630', 'prison', 0.005917308), ('n03788365', 'mosquito_net', 0.0048709507), ('n04201297', 'shoji', 0.0026432588), ('n04033995', 'quilt', 0.002006663), ('n04550184', 'wardrobe', 0.0011763589), ('n03131574', 'crib', 0.00033320254), ('n03529860', 'home_theater', 0.00031021007), ('n04239074', 'sliding_door', 0.00025914994)]"
896,Harlem,1,1,49,415,88,Low,Bad,"[('n03388549', 'four-poster', 0.54407024), ('n04550184', 'wardrobe', 0.1884777), ('n04033995', 'quilt', 0.07630468), ('n04344873', 'studio_couch', 0.06795979), ('n03529860', 'home_theater', 0.03942743), ('n04239074', 'sliding_door', 0.019115215), ('n04330267', 'stove', 0.009234669), ('n02808440', 'bathtub', 0.005535374), ('n04209239', 'shower_curtain', 0.004095761), ('n04553703', 'washbasin', 0.003683509)]"
906,Harlem,1,1,56,2,60,Low,Bad,"[('n03388549', 'four-poster', 0.80208635), ('n04344873', 'studio_couch', 0.10900776), ('n03788365', 'mosquito_net', 0.029692808), ('n04550184', 'wardrobe', 0.02212801), ('n04033995', 'quilt', 0.015148922), ('n03201208', 'dining_table', 0.002354233), ('n04201297', 'shoji', 0.0016300905), ('n04005630', 'prison', 0.0012351195), ('n04429376', 'throne', 0.0012266713), ('n04239074', 'sliding_door', 0.0010851724)]"
910,Harlem,0,1,85,38,85,Low,Bad,"[('n04033995', 'quilt', 0.72482294), ('n04344873', 'studio_couch', 0.094806984), ('n03388549', 'four-poster', 0.060899366), ('n03938244', 'pillow', 0.053554915), ('n03788365', 'mosquito_net', 0.035879094), ('n03131574', 'crib', 0.010567969), ('n04550184', 'wardrobe', 0.0029257995), ('n04380533', 'table_lamp', 0.0025392165), ('n04239074', 'sliding_door', 0.0017093515), ('n02870880', 'bookcase', 0.0012676767)]"
913,Harlem,1,1,80,0,92.28,Low,Bad,"[('n03388549', 'four-poster', 0.53067386), ('n04344873', 'studio_couch', 0.2795428), ('n04033995', 'quilt', 0.11183018), ('n04239074', 'sliding_door', 0.03135938), ('n04550184', 'wardrobe', 0.012248624), ('n04590129', 'window_shade', 0.011522045), ('n03788365', 'mosquito_net', 0.0029493156), ('n04404412', 'television', 0.0021993835), ('n02870880', 'bookcase', 0.001801887), ('n04201297', 'shoji', 0.0017541136)]"
917,Harlem,1,2,260,6,92,Low,Good,"[('n03388549', 'four-poster', 0.5639654), ('n04344873', 'studio_couch', 0.15977311), ('n03529860', 'home_theater', 0.050769422), ('n02870880', 'bookcase', 0.04378685), ('n04550184', 'wardrobe', 0.030440904), ('n03347037', 'fire_screen', 0.018837107), ('n03998194', 'prayer_rug', 0.018440008), ('n04590129', 'window_shade', 0.014368463), ('n04033995', 'quilt', 0.011778576), ('n03290653', 'entertainment_center', 0.009643798)]"
923,Harlem,1,1,75,3,100,High,Bad,"[('n03388549', 'four-poster', 0.995862), ('n03788365', 'mosquito_net', 0.0018953359), ('n04344873', 'studio_couch', 0.00061580923), ('n04239074', 'sliding_door', 0.0005026443), ('n04033995', 'quilt', 0.00020900705), ('n03976657', 'pole', 0.00016775107), ('n04550184', 'wardrobe', 0.00010933638), ('n04501370', 'turnstile', 7.427747e-05), ('n03888605', 'parallel_bars', 7.3887626e-05), ('n03535780', 'horizontal_bar', 6.352695e-05)]"
931,Harlem,1,1,30,140,90,Low,Bad,"[('n03388549', 'four-poster', 0.635245), ('n03788365', 'mosquito_net', 0.11172009), ('n04590129', 'window_shade', 0.07502135), ('n04344873', 'studio_couch', 0.062137492), ('n04033995', 'quilt', 0.026287619), ('n04550184', 'wardrobe', 0.0210313), ('n03131574', 'crib', 0.0057285624), ('n02804414', 'bassinet', 0.0046288962), ('n03018349', 'china_cabinet', 0.003780462), ('n04239074', 'sliding_door', 0.0034616613)]"
937,Harlem,2,4,100,17,94,High,Bad,"[('n03388549', 'four-poster', 0.73091793), ('n04239074', 'sliding_door', 0.075218365), ('n03018349', 'china_cabinet', 0.053352613), ('n04344873', 'studio_couch', 0.043538906), ('n04201297', 'shoji', 0.03133852), ('n04033995', 'quilt', 0.020499881), ('n03131574', 'crib', 0.018062757), ('n04550184', 'wardrobe', 0.007718979), ('n03788365', 'mosquito_net', 0.003600362), ('n03529860', 'home_theater', 0.002057047)]"
946,Harlem,1,4,160,41,95,High,Good,"[('n04033995', 'quilt', 0.71416783), ('n04590129', 'window_shade', 0.087416805), ('n04344873', 'studio_couch', 0.041754663), ('n04201297', 'shoji', 0.025757467), ('n04239074', 'sliding_door', 0.02397325), ('n03529860', 'home_theater', 0.020886483), ('n03388549', 'four-poster', 0.019602368), ('n04380533', 'table_lamp', 0.014351729), ('n04404412', 'television', 0.00486336), ('n04550184', 'wardrobe', 0.0032133902)]"
947,Harlem,2,2,133,6,100,High,Good,"[('n03388549', 'four-poster', 0.55503744), ('n04344873', 'studio_couch', 0.14686677), ('n04590129', 'window_shade', 0.081186935), ('n03201208', 'dining_table', 0.042372927), ('n04033995', 'quilt', 0.04190232), ('n04239074', 'sliding_door', 0.041775115), ('n03529860', 'home_theater', 0.015027098), ('n04201297', 'shoji', 0.010620867), ('n03998194', 'prayer_rug', 0.008260913), ('n04550184', 'wardrobe', 0.0070387414)]"
955,Harlem,1,1,107,47,86,Low,Bad,"[('n04033995', 'quilt', 0.9393039), ('n04344873', 'studio_couch', 0.030671846), ('n03938244', 'pillow', 0.019288966), ('n04548280', 'wall_clock', 0.004974851), ('n03388549', 'four-poster', 0.0031596483), ('n03788365', 'mosquito_net', 0.00051848375), ('n04550184', 'wardrobe', 0.00037753678), ('n04239074', 'sliding_door', 0.00022804271), ('n03529860', 'home_theater', 0.00022558033), ('n04404412', 'television', 0.0001755947)]"
958,Hell's Kitchen,1,1,179,17,95,High,Good,"[('n03388549', 'four-poster', 0.6445632), ('n04344873', 'studio_couch', 0.3053005), ('n04239074', 'sliding_door', 0.0127592115), ('n03529860', 'home_theater', 0.008975257), ('n04033995', 'quilt', 0.004197886), ('n03788365', 'mosquito_net', 0.003842712), ('n04550184', 'wardrobe', 0.0022287788), ('n03290653', 'entertainment_center', 0.0021614286), ('n03018349', 'china_cabinet', 0.0019803972), ('n04590129', 'window_shade', 0.0017336836)]"
966,Hell's Kitchen,1,1,130,35,89,Low,Good,"[('n03388549', 'four-poster', 0.92681026), ('n04344873', 'studio_couch', 0.041794036), ('n04550184', 'wardrobe', 0.016814983), ('n03018349', 'china_cabinet', 0.0017148672), ('n03788365', 'mosquito_net', 0.0012989001), ('n04099969', 'rocking_chair', 0.0008688792), ('n04239074', 'sliding_door', 0.00066899444), ('n03201208', 'dining_table', 0.0006029578), ('n04033995', 'quilt', 0.00052070245), ('n03899768', 'patio', 0.0004944312)]"
968,Hell's Kitchen,1,1,170,9,100,High,Good,"[('n03388549', 'four-poster', 0.9860427), ('n04344873', 'studio_couch', 0.0076921345), ('n04033995', 'quilt', 0.0019418646), ('n03788365', 'mosquito_net', 0.0011393348), ('n04590129', 'window_shade', 0.0009950617), ('n04550184', 'wardrobe', 0.0004497014), ('n04429376', 'throne', 0.00036486346), ('n03018349', 'china_cabinet', 0.0001847908), ('n03529860', 'home_theater', 0.0001154736), ('n02870880', 'bookcase', 0.00010683372)]"
982,Hell's Kitchen,1,1,170,0,92.5,Low,Good,"[('n03388549', 'four-poster', 0.57589924), ('n04344873', 'studio_couch', 0.18769261), ('n03788365', 'mosquito_net', 0.056845557), ('n04201297', 'shoji', 0.052913975), ('n03998194', 'prayer_rug', 0.047943275), ('n04005630', 'prison', 0.02564029), ('n04033995', 'quilt', 0.02430852), ('n04550184', 'wardrobe', 0.006160181), ('n04590129', 'window_shade', 0.004705667), ('n03637318', 'lampshade', 0.0030853222)]"
990,Harlem,1,2,145,11,98,High,Good,"[('n03388549', 'four-poster', 0.97735435), ('n04344873', 'studio_couch', 0.014045021), ('n04033995', 'quilt', 0.0052544056), ('n03788365', 'mosquito_net', 0.00075311435), ('n03131574', 'crib', 0.000521138), ('n04201297', 'shoji', 0.00031476293), ('n04590129', 'window_shade', 0.0002701), ('n04550184', 'wardrobe', 0.0002695177), ('n03018349', 'china_cabinet', 0.00026356018), ('n04239074', 'sliding_door', 0.00017285788)]"
994,Harlem,0,1,152,86,93,High,Good,"[('n03388549', 'four-poster', 0.7235988), ('n04344873', 'studio_couch', 0.1300815), ('n04033995', 'quilt', 0.077949256), ('n04239074', 'sliding_door', 0.015617217), ('n02870880', 'bookcase', 0.01042853), ('n03529860', 'home_theater', 0.005787973), ('n04590129', 'window_shade', 0.00495715), ('n03938244', 'pillow', 0.004799295), ('n03788365', 'mosquito_net', 0.003150163), ('n03201208', 'dining_table', 0.0028426964)]"
